image_id,image,donor_image_id,donor_image,correct_margin,shuffled_margin,delta_margin,pair_type
nycc_583,data/raw/newyorker_caption_ranking/cartoons/source/583.jpg,nycc_555,data/raw/newyorker_caption_ranking/cartoons/source/555.jpg,-1.78009033203125,-4.274879455566406,2.4947891235351562,H2
nycc_584,data/raw/newyorker_caption_ranking/cartoons/source/584.jpg,nycc_542,data/raw/newyorker_caption_ranking/cartoons/source/542.jpg,-2.2152576446533203,-4.577640533447266,2.3623828887939453,H2
nycc_585,data/raw/newyorker_caption_ranking/cartoons/source/585.jpg,nycc_591,data/raw/newyorker_caption_ranking/cartoons/source/591.jpg,-32.5213623046875,-32.216087341308594,-0.30527496337890625,H2
nycc_587,data/raw/newyorker_caption_ranking/cartoons/source/587.jpg,nycc_619,data/raw/newyorker_caption_ranking/cartoons/source/619.jpg,-9.082765579223633,-6.286643981933594,-2.796121597290039,H2
nycc_588,data/raw/newyorker_caption_ranking/cartoons/source/588.jpg,nycc_582,data/raw/newyorker_caption_ranking/cartoons/source/582.jpg,-12.710052490234375,-16.1546630859375,3.444610595703125,H2
nycc_589,data/raw/newyorker_caption_ranking/cartoons/source/589.jpg,nycc_562,data/raw/newyorker_caption_ranking/cartoons/source/562.jpg,6.109140396118164,4.518388748168945,1.5907516479492188,H2
nycc_591,data/raw/newyorker_caption_ranking/cartoons/source/591.jpg,nycc_606,data/raw/newyorker_caption_ranking/cartoons/source/606.jpg,-12.211128234863281,-13.963325500488281,1.752197265625,H2
nycc_592,data/raw/newyorker_caption_ranking/cartoons/source/592.jpg,nycc_596,data/raw/newyorker_caption_ranking/cartoons/source/596.jpg,22.725095748901367,27.059906005859375,-4.334810256958008,H2
nycc_593,data/raw/newyorker_caption_ranking/cartoons/source/593.jpg,nycc_625,data/raw/newyorker_caption_ranking/cartoons/source/625.jpg,13.998065948486328,15.458011627197266,-1.4599456787109375,H2
nycc_594,data/raw/newyorker_caption_ranking/cartoons/source/594.jpg,nycc_533,data/raw/newyorker_caption_ranking/cartoons/source/533.jpg,4.554340362548828,-5.727603912353516,10.281944274902344,H2
nycc_595,data/raw/newyorker_caption_ranking/cartoons/source/595.jpg,nycc_538,data/raw/newyorker_caption_ranking/cartoons/source/538.jpg,-1.9295806884765625,-0.005870819091796875,-1.9237098693847656,H2
nycc_596,data/raw/newyorker_caption_ranking/cartoons/source/596.jpg,nycc_563,data/raw/newyorker_caption_ranking/cartoons/source/563.jpg,-2.075939178466797,-1.5834999084472656,-0.49243927001953125,H2
nycc_597,data/raw/newyorker_caption_ranking/cartoons/source/597.jpg,nycc_588,data/raw/newyorker_caption_ranking/cartoons/source/588.jpg,-13.845489501953125,-12.423309326171875,-1.42218017578125,H2
nycc_599,data/raw/newyorker_caption_ranking/cartoons/source/599.jpg,nycc_623,data/raw/newyorker_caption_ranking/cartoons/source/623.jpg,-14.703811645507812,-15.838333129882812,1.134521484375,H2
nycc_601,data/raw/newyorker_caption_ranking/cartoons/source/601.jpg,nycc_626,data/raw/newyorker_caption_ranking/cartoons/source/626.jpg,11.9056396484375,14.725481033325195,-2.8198413848876953,H2
nycc_602,data/raw/newyorker_caption_ranking/cartoons/source/602.jpg,nycc_570,data/raw/newyorker_caption_ranking/cartoons/source/570.jpg,-10.62591552734375,-10.996295928955078,0.3703804016113281,H2
nycc_606,data/raw/newyorker_caption_ranking/cartoons/source/606.jpg,nycc_539,data/raw/newyorker_caption_ranking/cartoons/source/539.jpg,-58.25970458984375,-59.853633880615234,1.5939292907714844,H2
nycc_608,data/raw/newyorker_caption_ranking/cartoons/source/608.jpg,nycc_594,data/raw/newyorker_caption_ranking/cartoons/source/594.jpg,-7.285423278808594,-8.252922058105469,0.967498779296875,H2
nycc_612,data/raw/newyorker_caption_ranking/cartoons/source/612.jpg,nycc_569,data/raw/newyorker_caption_ranking/cartoons/source/569.jpg,-12.203441619873047,-8.297504425048828,-3.9059371948242188,H2
nycc_614,data/raw/newyorker_caption_ranking/cartoons/source/614.jpg,nycc_650,data/raw/newyorker_caption_ranking/cartoons/source/650.jpg,10.727287292480469,11.849063873291016,-1.1217765808105469,H2
nycc_618,data/raw/newyorker_caption_ranking/cartoons/source/618.jpg,nycc_565,data/raw/newyorker_caption_ranking/cartoons/source/565.jpg,24.06861114501953,26.74917221069336,-2.680561065673828,H2
nycc_619,data/raw/newyorker_caption_ranking/cartoons/source/619.jpg,nycc_584,data/raw/newyorker_caption_ranking/cartoons/source/584.jpg,11.965921401977539,11.863990783691406,0.10193061828613281,H2
nycc_620,data/raw/newyorker_caption_ranking/cartoons/source/620.jpg,nycc_624,data/raw/newyorker_caption_ranking/cartoons/source/624.jpg,-21.406023025512695,-24.353939056396484,2.947916030883789,H2
nycc_622,data/raw/newyorker_caption_ranking/cartoons/source/622.jpg,nycc_580,data/raw/newyorker_caption_ranking/cartoons/source/580.jpg,3.07293701171875,5.501375198364258,-2.428438186645508,H2
nycc_623,data/raw/newyorker_caption_ranking/cartoons/source/623.jpg,nycc_571,data/raw/newyorker_caption_ranking/cartoons/source/571.jpg,-13.903419494628906,-15.33133316040039,1.4279136657714844,H2
nycc_624,data/raw/newyorker_caption_ranking/cartoons/source/624.jpg,nycc_566,data/raw/newyorker_caption_ranking/cartoons/source/566.jpg,26.4295654296875,24.610458374023438,1.8191070556640625,H2
nycc_625,data/raw/newyorker_caption_ranking/cartoons/source/625.jpg,nycc_601,data/raw/newyorker_caption_ranking/cartoons/source/601.jpg,6.661491394042969,8.193435668945312,-1.5319442749023438,H2
nycc_626,data/raw/newyorker_caption_ranking/cartoons/source/626.jpg,nycc_614,data/raw/newyorker_caption_ranking/cartoons/source/614.jpg,4.394996643066406,0.9094467163085938,3.4855499267578125,H2
nycc_627,data/raw/newyorker_caption_ranking/cartoons/source/627.jpg,nycc_560,data/raw/newyorker_caption_ranking/cartoons/source/560.jpg,1.5443401336669922,0.088531494140625,1.4558086395263672,H2
nycc_628,data/raw/newyorker_caption_ranking/cartoons/source/628.jpg,nycc_630,data/raw/newyorker_caption_ranking/cartoons/source/630.jpg,2.861774444580078,1.5059089660644531,1.355865478515625,H2
nycc_630,data/raw/newyorker_caption_ranking/cartoons/source/630.jpg,nycc_622,data/raw/newyorker_caption_ranking/cartoons/source/622.jpg,-1.9769554138183594,1.8373336791992188,-3.814289093017578,H2
nycc_631,data/raw/newyorker_caption_ranking/cartoons/source/631.jpg,nycc_549,data/raw/newyorker_caption_ranking/cartoons/source/549.jpg,2.6815013885498047,0.5654220581054688,2.116079330444336,H2
nycc_650,data/raw/newyorker_caption_ranking/cartoons/source/650.jpg,nycc_595,data/raw/newyorker_caption_ranking/cartoons/source/595.jpg,1.5340652465820312,-1.5462188720703125,3.0802841186523438,H2
nycc_656,data/raw/newyorker_caption_ranking/cartoons/source/656.jpg,nycc_583,data/raw/newyorker_caption_ranking/cartoons/source/583.jpg,20.864089965820312,20.783527374267578,0.08056259155273438,H2
